TC_name,Year,Month,Day,Time,Intensity,Lat,Lon,Min Pressure (hPa),Max 10-Min Mean Wind(knot),CI,FT,STRONG_NE_RAD,STRONG_SE_RAD,STRONG_SW_RAD,STRONG_NW_RAD,GALE_NE_RAD,GALE_SE_RAD,GALE_SW_RAD,GALE_NW_RAD,STORM_NE_RAD,STORM_SE_RAD,STORM_SW_RAD,STORM_NW_RAD,HUR_NE_RAD,HUR_SE_RAD,HUR_SW_RAD,HUR_NW_RAD
FRANKIE,1999,11,8,6,TD,1210,12480,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FRANKIE,1999,11,8,12,TD,1230,12360,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FRANKIE,1999,11,8,18,TD,1230,12250,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FRANKIE,1999,11,9,0,TD,1200,12270,998,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FRANKIE,1999,11,9,6,TD,1240,12340,998,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FRANKIE,1999,11,9,12,TD,1270,12410,998,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FRANKIE,1999,11,9,18,TD,1310,12480,998,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FRANKIE,1999,11,10,0,TD,1360,12540,998,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1214,1999,12,14,6,TD,1070,11370,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1214,1999,12,14,12,TD,1110,11310,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1214,1999,12,14,18,TD,1130,11240,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1214,1999,12,15,0,TD,1140,11170,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1214,1999,12,15,6,TD,1150,11120,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1214,1999,12,15,12,TD,1170,11070,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1214,1999,12,15,18,TD,1180,11020,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1214,1999,12,16,0,TD,1200,10970,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0521,2000,5,21,0,TD,1850,11890,1002,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0521,2000,5,21,6,TD,1930,11990,1002,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0521,2000,5,21,12,TD,2000,12120,1002,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0521,2000,5,21,18,TD,2070,12260,1002,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0521,2000,5,22,0,TD,2140,12420,1002,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0618,2000,6,18,13,TD,2206,11406,998,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0618,2000,6,18,14,TD,2230,11409,998,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0618,2000,6,18,15,TD,2257,11410,998,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0618,2000,6,18,16,TD,2280,11410,998,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0618,2000,6,18,17,TD,2300,11410,998,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0715,2000,7,15,6,TD,1670,11440,996,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0715,2000,7,15,12,TD,1730,11330,996,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0715,2000,7,15,18,TD,1790,11220,996,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0715,2000,7,16,0,TD,1850,11150,996,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0715,2000,7,16,6,TD,1900,11100,996,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0715,2000,7,16,12,TD,1960,11060,996,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0928,2000,9,28,18,TD,2670,16480,1004,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0928,2000,9,29,0,TD,2740,16540,1004,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0928,2000,9,29,6,TD,2800,16600,1004,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0928,2000,9,29,12,TD,2850,16650,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0928,2000,9,29,18,TD,2880,16690,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0928,2000,9,30,0,TD,2910,16730,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0928,2000,9,30,6,TD,2940,16770,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD0928,2000,9,30,12,TD,2980,16810,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,7,6,TD,1130,11120,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,7,12,TD,1110,11140,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,7,18,TD,1090,11160,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,8,0,TD,1090,11190,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,8,6,TD,1100,11220,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,8,12,TD,1120,11240,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,8,18,TD,1150,11250,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,9,0,TD,1200,11250,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,9,6,TD,1270,11230,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,9,12,TD,1330,11160,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,9,18,TD,1350,11070,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,10,0,TD,1330,11030,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,10,6,TD,1320,11060,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,10,12,TD,1340,11080,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,10,18,TD,1360,11100,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,11,0,TD,1380,11120,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,11,6,TD,1400,11140,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,11,12,TD,1420,11160,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,11,18,TD,1440,11180,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,12,0,TD,1460,11200,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,12,6,TD,1500,11230,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,12,12,TD,1570,11250,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,12,18,TD,1650,11250,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,13,0,TD,1720,11220,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,13,6,TD,1760,11160,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,13,12,TD,1770,11100,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1007,2000,10,13,18,TD,1770,11050,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1109,2000,11,9,0,TD,2420,12550,1004,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1109,2000,11,9,6,TD,2520,12690,1004,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1109,2000,11,9,12,TD,2600,12840,1004,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,5,6,TD,860,11300,996,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,5,12,TD,870,11280,996,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,5,18,TD,890,11250,996,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,6,0,TD,910,11210,996,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,6,6,TD,930,11150,996,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,6,12,TD,960,11080,996,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,6,18,TD,980,11010,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,7,0,TD,1000,10930,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,7,6,TD,1000,10840,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,7,12,TD,980,10750,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TD1205,2000,12,7,18,TD,950,10660,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,4,29,18,TD,650,16200,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,4,30,0,TD,700,16150,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,4,30,6,TD,770,16050,1001,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,4,30,12,TD,820,15960,1001,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,4,30,18,TD,870,15840,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,1,0,TS,920,15710,999,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,1,6,TS,950,15580,997,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,1,12,TS,950,15500,997,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,1,18,TS,940,15400,997,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,2,0,TS,970,15330,997,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,2,6,TS,1000,15260,998,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,2,12,TS,1000,15200,1002,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,2,18,TS,1000,15140,1002,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,3,0,TS,1000,15110,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,3,6,TS,1030,15080,998,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,3,12,TD,1050,15070,1002,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,3,18,TD,1070,15060,1001,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,4,0,TS,1110,15050,998,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,4,6,TS,1130,15040,998,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,4,12,TS,1140,15030,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,4,18,TS,1150,15000,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,5,0,TS,1140,14970,1001,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,5,6,TS,1130,14990,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,5,12,TS,1170,14960,1002,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,5,18,TS,1180,14910,1002,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,6,0,TD,1170,14850,1004,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,6,6,TD,1150,14780,1004,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,6,12,TD,1150,14720,1004,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,6,18,TD,1160,14660,1005,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,7,0,TD,1170,14610,1005,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLLY,1981,5,7,6,TD,1200,14550,1005,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,4,6,TD,1540,11450,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,4,12,TS,1550,11490,996,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,4,18,TS,1560,11530,994,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,5,0,TS,1580,11580,994,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,5,6,TS,1620,11630,992,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,5,12,TS,1650,11660,992,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,5,18,TS,1680,11690,992,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,6,0,TS,1740,11730,992,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,6,6,TS,1840,11810,990,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,6,12,TS,1930,11850,990,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,6,18,TS,2000,11840,990,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,7,0,TS,2030,11810,992,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,7,6,TS,2060,11760,992,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROY,1981,8,7,12,TD,2060,11710,996,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,15,18,TD,1900,14700,998,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,16,0,TD,2090,15010,996,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,16,6,TD,2260,15260,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,16,12,TS,2430,15500,994,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,16,18,TS,2600,15690,994,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,17,0,TS,2730,15830,992,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,17,6,TS,2870,15950,985,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,17,12,TS,2960,16040,985,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,17,18,TS,3050,16130,985,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,18,0,TS,3120,16230,985,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,18,6,TS,3200,16340,985,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,18,12,TS,3280,16450,985,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,18,18,TS,3360,16550,985,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,19,0,TS,3450,16650,985,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,19,6,TS,3600,16700,990,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,19,12,TS,3750,16700,990,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VANESSA,1981,8,19,18,TS,3870,16650,990,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,17,0,TD,1760,11310,996,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,17,6,TD,1770,11290,995,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,17,12,TD,1780,11260,995,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,17,18,TD,1790,11230,995,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,18,0,TD,1800,11200,995,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,18,6,TD,1800,11150,995,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,18,12,TD,1820,11080,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,18,18,TD,1860,10980,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,19,0,TD,1900,10910,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,19,6,TD,1950,10850,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,19,12,TD,1980,10800,994,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,19,18,TS,1990,10760,992,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,20,0,TS,2000,10690,992,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,20,6,TS,2080,10600,990,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WARREN,1981,8,20,12,TD,2200,10570,996,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,11,18,TD,1020,12620,1004,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,12,0,TD,1100,12460,1004,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,12,6,TD,1140,12350,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,12,12,TD,1170,12220,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,12,18,TD,1180,12070,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,13,0,TD,1180,11890,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,13,6,TD,1170,11690,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,13,12,TS,1160,11490,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,13,18,TS,1160,11310,995,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,14,0,TS,1160,11130,995,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,14,6,TS,1160,10990,995,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FABIAN,1981,10,14,12,TD,1160,10850,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,20,6,TD,800,15800,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,20,12,TD,800,15600,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,20,18,TD,800,15400,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,21,0,TD,1000,15290,1006,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,21,6,TD,1140,15230,1005,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,21,12,TD,1230,15160,1005,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,21,18,TD,1290,15090,1005,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,22,0,TD,1340,15020,1004,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,22,6,TD,1360,14980,1004,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,22,12,TD,1380,14940,1002,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,22,18,TD,1390,14880,1002,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,23,0,TS,1390,14800,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,23,6,TS,1370,14690,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,23,12,TS,1350,14550,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,23,18,TS,1330,14400,1000,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,24,0,TS,1330,14190,998,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,24,6,TS,1340,13980,998,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,24,12,TS,1370,13760,998,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,24,18,TS,1410,13630,998,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,25,0,TS,1470,13470,998,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,25,6,TS,1560,13250,998,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,25,12,TS,1670,13050,998,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,25,18,TD,1760,12980,999,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,26,0,TD,2000,12890,1000,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,26,6,TD,2270,12890,1002,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JEFF,1981,11,26,12,TD,2510,13050,1005,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,15,12,TD,820,14780,1000,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,15,18,TD,790,14750,998,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,16,0,TS,750,14700,994,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,16,6,TS,720,14580,990,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,16,12,TS,710,14470,992,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,16,18,TS,720,14350,993,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,17,0,TS,730,14230,994,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,17,6,TS,750,14120,994,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,17,12,TS,770,13990,994,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,17,18,TS,780,13830,994,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,18,0,TS,790,13660,995,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,18,6,TS,810,13530,1000,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,18,12,TS,820,13380,996,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,18,18,TS,820,13180,994,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,19,0,TS,810,12990,990,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,19,6,TS,820,12830,990,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,19,12,TS,830,12670,995,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,19,18,TS,840,12500,995,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,20,0,TS,850,12310,995,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMIE,1982,3,20,6,TS,850,12140,995,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
